"top_n_final_per_direction","direction","consensus_rank","gene_symbol","consensus_mean_percentile","consensus_worst_source_percentile","GSE5099_rank_in_direction","GSE11864_rank_in_direction","GSE5099_percentile_in_direction","GSE11864_percentile_in_direction","selected_in_GSE5099_individual_top200","selected_in_GSE11864_individual_top200","GSE5099_logFC","GSE11864_logFC","GSE5099_moderated_t","GSE11864_moderated_t"
200,"immature_negative",12,"MYO1G",0.00333166210305511,0.00423569781781138,40,79,0.00242762638829884,0.00423569781781138,TRUE,TRUE,-1.84508296683333,-2.25574267276697,-13.5859885119357,-20.4351497008573
200,"immature_negative",13,"CRIP1",0.0035487359094867,0.00600503994423891,18,112,0.00109243187473448,0.00600503994423891,TRUE,TRUE,-2.528955864,-2.1110715125759,-17.4784519195051,-18.2174814019871
200,"immature_negative",14,"NAMPT",0.00363157828577551,0.00428931424588494,49,80,0.00297384232566608,0.00428931424588494,TRUE,TRUE,-2.3176204685,-1.62076465018267,-13.1807727188172,-20.3491890950817
200,"immature_negative",15,"PLAC8",0.00377957745926836,0.00643320992899193,106,21,0.00643320992899193,0.0011259449895448,TRUE,TRUE,-1.49873731333333,-5.64515071558315,-10.48767344025,-29.2766869951304
200,"immature_negative",16,"HCAR3",0.00413162135756347,0.0064939005886994,107,33,0.0064939005886994,0.00176934212642754,TRUE,TRUE,-3.045692552,-4.95166760796216,-10.4373945763822,-26.5782127816475
200,"immature_negative",17,"VASP",0.00414130368333472,0.00528008739454998,87,56,0.00528008739454998,0.00300251997211946,TRUE,TRUE,-1.476671717,-2.36903029435245,-11.1380236397885,-23.0211197626591
200,"immature_negative",18,"STK17B",0.00433957252904305,0.00546215937367239,90,60,0.00546215937367239,0.0032169856844137,TRUE,TRUE,-1.14794728116667,-2.70924525964527,-11.0790478743166,-22.6356068415694
200,"immature_negative",19,"S100A9",0.00476142972199763,0.00534077805425745,88,78,0.00534077805425745,0.00418208138973782,TRUE,TRUE,-1.7678762,-3.2908288805547,-11.1363866121928,-20.6194674688453
200,"immature_negative",20,"NFKBIZ",0.00477874597022203,0.00621950565653316,55,116,0.00333798628391091,0.00621950565653316,TRUE,TRUE,-1.68616021633333,-2.06079130116513,-12.8055309985312,-17.8424192672505
200,"immature_negative",21,"FGR",0.00527674063869189,0.00728287916489652,120,61,0.00728287916489652,0.00327060211248727,TRUE,TRUE,-1.69239770566667,-1.95609163093511,-9.98911288986955,-22.612422463083
200,"immature_negative",22,"MCEMP1",0.00535809430248185,0.00867876433816836,143,38,0.00867876433816836,0.00203742426679535,TRUE,TRUE,-1.15861916133333,-3.96859652336085,-9.25472336205436,-26.469428211816
