"source_set","direction","gene_symbol"
"GSE11864_Macrophage","mature_positive","SNAPIN"
"GSE11864_Macrophage","mature_positive","SPDL1"
"GSE11864_Macrophage","mature_positive","SPOP"
"GSE11864_Macrophage","mature_positive","SPTAN1"
"GSE11864_Macrophage","mature_positive","STARD13"
"GSE11864_Macrophage","mature_positive","STXBP3"
"GSE11864_Macrophage","mature_positive","TBC1D24"
"GSE11864_Macrophage","mature_positive","TBC1D8B"
"GSE11864_Macrophage","mature_positive","TBL2"
"GSE11864_Macrophage","mature_positive","TEX264"
"GSE11864_Macrophage","mature_positive","THEMIS"
"GSE11864_Macrophage","mature_positive","TIMM17A"
"GSE11864_Macrophage","mature_positive","TINF2"
"GSE11864_Macrophage","mature_positive","TLR8"
"GSE11864_Macrophage","mature_positive","TMEM218"
"GSE11864_Macrophage","mature_positive","TPRA1"
"GSE11864_Macrophage","mature_positive","TRAM1"
"GSE11864_Macrophage","mature_positive","TUBA1B"
"GSE11864_Macrophage","mature_positive","UNC50"
"GSE11864_Macrophage","mature_positive","UQCR10"
"GSE11864_Macrophage","mature_positive","USP19"
"GSE11864_Macrophage","mature_positive","USP51"
"GSE11864_Macrophage","mature_positive","VEZT"
"GSE11864_Macrophage","mature_positive","VPS26C"
"GSE11864_Macrophage","mature_positive","WIPF2"
"GSE11864_Macrophage","mature_positive","WIPF3"
"GSE11864_Macrophage","mature_positive","YARS2"
"GSE11864_Macrophage","mature_positive","ZBTB3"
"GSE11864_Macrophage","mature_positive","ZBTB33"
"GSE11864_Macrophage","mature_positive","ZC3H6"
"GSE11864_Macrophage","mature_positive","ZFP37"
"GSE11864_Macrophage","mature_positive","ZMYND15"
"GSE11864_Macrophage","mature_positive","ZNF175"
"GSE11864_Macrophage","mature_positive","ZNF19"
"GSE11864_Macrophage","mature_positive","ZNF224"
"GSE11864_Macrophage","mature_positive","ZNF248"
"GSE11864_Macrophage","mature_positive","ZNF322"
"GSE11864_Macrophage","mature_positive","ZNF382"
"GSE11864_Macrophage","mature_positive","ZNF407"
"GSE11864_Macrophage","mature_positive","ZNF416"
"GSE11864_Macrophage","mature_positive","ZNF571"
"GSE11864_Macrophage","mature_positive","ZNF701"
"GSE11864_Macrophage","mature_positive","ZNF816"
"GSE11864_Macrophage","mature_positive","ZNRF2"
"GSE11864_Monocyte","immature_negative","ABHD14B"
"GSE11864_Monocyte","immature_negative","ACTR1A"
"GSE11864_Monocyte","immature_negative","AGRP"
"GSE11864_Monocyte","immature_negative","ALAS2"
"GSE11864_Monocyte","immature_negative","ALDOC"
"GSE11864_Monocyte","immature_negative","ANKHD1"
"GSE11864_Monocyte","immature_negative","ANXA1"
"GSE11864_Monocyte","immature_negative","APOBEC3G"
"GSE11864_Monocyte","immature_negative","ARHGAP15"
"GSE11864_Monocyte","immature_negative","ARHGEF1"
"GSE11864_Monocyte","immature_negative","ARPC1B"
"GSE11864_Monocyte","immature_negative","ASGR1"
"GSE11864_Monocyte","immature_negative","ATG2A"
"GSE11864_Monocyte","immature_negative","ATG4B"
"GSE11864_Monocyte","immature_negative","ATP5MG"
"GSE11864_Monocyte","immature_negative","C4orf33"
"GSE11864_Monocyte","immature_negative","C6orf58"
"GSE11864_Monocyte","immature_negative","CAMLG"
"GSE11864_Monocyte","immature_negative","CCDC181"
"GSE11864_Monocyte","immature_negative","CCDC6"
"GSE11864_Monocyte","immature_negative","CCL17"
"GSE11864_Monocyte","immature_negative","CD300LB"
"GSE11864_Monocyte","immature_negative","CD300LF"
"GSE11864_Monocyte","immature_negative","CD52"
"GSE11864_Monocyte","immature_negative","CDK2AP1"
"GSE11864_Monocyte","immature_negative","CENPC"
"GSE11864_Monocyte","immature_negative","CHMP1B"
"GSE11864_Monocyte","immature_negative","CHPF2"
"GSE11864_Monocyte","immature_negative","CMPK1"
"GSE11864_Monocyte","immature_negative","CPA6"
"GSE11864_Monocyte","immature_negative","CREB5"
"GSE11864_Monocyte","immature_negative","CYC1"
"GSE11864_Monocyte","immature_negative","DNAJC10"
"GSE11864_Monocyte","immature_negative","DOCK2"
"GSE11864_Monocyte","immature_negative","DOCK8"
"GSE11864_Monocyte","immature_negative","DPYD"
"GSE11864_Monocyte","immature_negative","EAF2"
"GSE11864_Monocyte","immature_negative","EEF2"
"GSE11864_Monocyte","immature_negative","ENPP6"
"GSE11864_Monocyte","immature_negative","ENSA"
"GSE11864_Monocyte","immature_negative","EOLA1"
"GSE11864_Monocyte","immature_negative","EVI2B"
"GSE11864_Monocyte","immature_negative","FAM136A"
"GSE11864_Monocyte","immature_negative","FAM168B"
"GSE11864_Monocyte","immature_negative","FAM174B"
"GSE11864_Monocyte","immature_negative","FAM200B"
"GSE11864_Monocyte","immature_negative","FASTK"
"GSE11864_Monocyte","immature_negative","FLT3"
"GSE11864_Monocyte","immature_negative","FOSL2"
"GSE11864_Monocyte","immature_negative","FXYD6"
"GSE11864_Monocyte","immature_negative","GAB2"
"GSE11864_Monocyte","immature_negative","GABARAPL1"
"GSE11864_Monocyte","immature_negative","GMFG"
"GSE11864_Monocyte","immature_negative","GNB1"
"GSE11864_Monocyte","immature_negative","GOLM1"
"GSE11864_Monocyte","immature_negative","GTPBP4"
"GSE11864_Monocyte","immature_negative","HDDC2"
"GSE11864_Monocyte","immature_negative","HERPUD1"
"GSE11864_Monocyte","immature_negative","HGS"
"GSE11864_Monocyte","immature_negative","HHEX"
"GSE11864_Monocyte","immature_negative","HIC2"
"GSE11864_Monocyte","immature_negative","HIPK2"
"GSE11864_Monocyte","immature_negative","HLX"
"GSE11864_Monocyte","immature_negative","HNRNPA3"
"GSE11864_Monocyte","immature_negative","HNRNPK"
"GSE11864_Monocyte","immature_negative","HNRNPM"
"GSE11864_Monocyte","immature_negative","IFT81"
"GSE11864_Monocyte","immature_negative","IL12A"
"GSE11864_Monocyte","immature_negative","INAVA"
"GSE11864_Monocyte","immature_negative","INPP4B"
"GSE11864_Monocyte","immature_negative","IRAG2"
"GSE11864_Monocyte","immature_negative","ITPK1-AS1"
"GSE11864_Monocyte","immature_negative","IZUMO1"
"GSE11864_Monocyte","immature_negative","JUND"
"GSE11864_Monocyte","immature_negative","KBTBD11"
"GSE11864_Monocyte","immature_negative","KCNMB1"
"GSE11864_Monocyte","immature_negative","KIAA0040"
"GSE11864_Monocyte","immature_negative","KLF13"
"GSE11864_Monocyte","immature_negative","KLHDC4"
"GSE11864_Monocyte","immature_negative","LIN7A"
"GSE11864_Monocyte","immature_negative","LINC00877"
"GSE11864_Monocyte","immature_negative","LINC01127"
"GSE11864_Monocyte","immature_negative","LMNB1"
"GSE11864_Monocyte","immature_negative","LONRF3"
"GSE11864_Monocyte","immature_negative","LRCH4"
"GSE11864_Monocyte","immature_negative","LRRC25"
"GSE11864_Monocyte","immature_negative","LYZ"
"GSE11864_Monocyte","immature_negative","MALT1"
"GSE11864_Monocyte","immature_negative","MAN2C1"
"GSE11864_Monocyte","immature_negative","MAPK7"
"GSE11864_Monocyte","immature_negative","MEGF9"
"GSE11864_Monocyte","immature_negative","MIR1-1HG"
"GSE11864_Monocyte","immature_negative","MTA1"
"GSE11864_Monocyte","immature_negative","MZT2B"
"GSE11864_Monocyte","immature_negative","NAA10"
"GSE11864_Monocyte","immature_negative","NDUFS7"
"GSE11864_Monocyte","immature_negative","NET1"
"GSE11864_Monocyte","immature_negative","NFYC-AS1"
"GSE11864_Monocyte","immature_negative","NME8"
"GSE11864_Monocyte","immature_negative","NOMO3"
"GSE11864_Monocyte","immature_negative","NOP2"
"GSE11864_Monocyte","immature_negative","NSA2"
"GSE11864_Monocyte","immature_negative","NTNG2"
"GSE11864_Monocyte","immature_negative","OGFR"
"GSE11864_Monocyte","immature_negative","OLFML1"
"GSE11864_Monocyte","immature_negative","P2RX1"
"GSE11864_Monocyte","immature_negative","P2RY13"
"GSE11864_Monocyte","immature_negative","P4HA1"
"GSE11864_Monocyte","immature_negative","PABIR3"
"GSE11864_Monocyte","immature_negative","PABPN1"
"GSE11864_Monocyte","immature_negative","PEX16"
"GSE11864_Monocyte","immature_negative","PGM1"
"GSE11864_Monocyte","immature_negative","PHB2"
"GSE11864_Monocyte","immature_negative","PIWIL4"
"GSE11864_Monocyte","immature_negative","PLAAT4"
"GSE11864_Monocyte","immature_negative","PLCB1"
"GSE11864_Monocyte","immature_negative","PLN"
"GSE11864_Monocyte","immature_negative","PMPCB"
"GSE11864_Monocyte","immature_negative","POC1B"
"GSE11864_Monocyte","immature_negative","PRKRA"
"GSE11864_Monocyte","immature_negative","PSMA1"
"GSE11864_Monocyte","immature_negative","PSMD13"
"GSE11864_Monocyte","immature_negative","PTBP2"
"GSE11864_Monocyte","immature_negative","PTK2"
"GSE11864_Monocyte","immature_negative","PTPN18"
"GSE11864_Monocyte","immature_negative","PYM1"
"GSE11864_Monocyte","immature_negative","RAB1B"
"GSE11864_Monocyte","immature_negative","RASGEF1A"
"GSE11864_Monocyte","immature_negative","RASGRP4"
"GSE11864_Monocyte","immature_negative","RBM6"
"GSE11864_Monocyte","immature_negative","RELA"
"GSE11864_Monocyte","immature_negative","RNF139"
"GSE11864_Monocyte","immature_negative","RNLS"
"GSE11864_Monocyte","immature_negative","RPIA"
"GSE11864_Monocyte","immature_negative","RPL12"
"GSE11864_Monocyte","immature_negative","RPL19"
"GSE11864_Monocyte","immature_negative","RPL22"
"GSE11864_Monocyte","immature_negative","RPL35"
"GSE11864_Monocyte","immature_negative","RPL36A"
"GSE11864_Monocyte","immature_negative","RPL37A"
"GSE11864_Monocyte","immature_negative","RPS28"
"GSE11864_Monocyte","immature_negative","RPS3"
"GSE11864_Monocyte","immature_negative","RPS6"
"GSE11864_Monocyte","immature_negative","RPS9"
"GSE11864_Monocyte","immature_negative","RSL24D1"
"GSE11864_Monocyte","immature_negative","RWDD1"
"GSE11864_Monocyte","immature_negative","RYK"
"GSE11864_Monocyte","immature_negative","SAMD4B"
"GSE11864_Monocyte","immature_negative","SERTAD2"
"GSE11864_Monocyte","immature_negative","SESN2"
"GSE11864_Monocyte","immature_negative","SF3B5"
"GSE11864_Monocyte","immature_negative","SLAIN2"
"GSE11864_Monocyte","immature_negative","SLC2A3"
"GSE11864_Monocyte","immature_negative","SLC41A3"
"GSE11864_Monocyte","immature_negative","SLITRK2"
"GSE11864_Monocyte","immature_negative","SMAD2"
"GSE11864_Monocyte","immature_negative","SMAD3"
"GSE11864_Monocyte","immature_negative","SMYD3"
"GSE11864_Monocyte","immature_negative","SNHG32"
"GSE11864_Monocyte","immature_negative","SPI1"
"GSE11864_Monocyte","immature_negative","SRSF5"
"GSE11864_Monocyte","immature_negative","SSH2"
"GSE11864_Monocyte","immature_negative","SSX2IP"
"GSE11864_Monocyte","immature_negative","STEAP4"
"GSE11864_Monocyte","immature_negative","STYXL2"
"GSE11864_Monocyte","immature_negative","SVIL"
"GSE11864_Monocyte","immature_negative","SYNE3"
"GSE11864_Monocyte","immature_negative","TAF9B"
"GSE11864_Monocyte","immature_negative","TAFAZZIN"
"GSE11864_Monocyte","immature_negative","TAGAP"
"GSE11864_Monocyte","immature_negative","TAP2"
"GSE11864_Monocyte","immature_negative","TBC1D1"
"GSE11864_Monocyte","immature_negative","TGFB1"
"GSE11864_Monocyte","immature_negative","THOC5"
"GSE11864_Monocyte","immature_negative","TMC6"
"GSE11864_Monocyte","immature_negative","TMEM87B"
"GSE11864_Monocyte","immature_negative","TP53INP1"
"GSE11864_Monocyte","immature_negative","TPT1"
"GSE11864_Monocyte","immature_negative","TSTD2"
"GSE11864_Monocyte","immature_negative","TXLNGY"
"GSE11864_Monocyte","immature_negative","UBA7"
"GSE11864_Monocyte","immature_negative","UBE2D3"
"GSE11864_Monocyte","immature_negative","UBXN11"
"GSE11864_Monocyte","immature_negative","USP39"
"GSE11864_Monocyte","immature_negative","VCPKMT"
"GSE11864_Monocyte","immature_negative","VPS53"
"GSE11864_Monocyte","immature_negative","ZC3H15"
"GSE11864_Monocyte","immature_negative","ZDHHC3"
"GSE11864_Monocyte","immature_negative","ZNF296"
"GSE11864_Monocyte","immature_negative","ZNF598"
"HPCA_Macrophage","mature_positive","CHI3L1"
"HPCA_Macrophage","mature_positive","SPP1"
"HPCA_Macrophage","mature_positive","CHIT1"
"HPCA_Macrophage","mature_positive","DCSTAMP"
"HPCA_Macrophage","mature_positive","A2M"
"HPCA_Macrophage","mature_positive","APOE"
"HPCA_Macrophage","mature_positive","APOC1"
"HPCA_Macrophage","mature_positive","LPL"
"HPCA_Macrophage","mature_positive","MRC1"
"HPCA_Macrophage","mature_positive","FABP4"
"HPCA_Macrophage","mature_positive","MMP9"
"HPCA_Macrophage","mature_positive","CCL18"
"HPCA_Macrophage","mature_positive","MMP7"
"HPCA_Macrophage","mature_positive","MREG"
"HPCA_Macrophage","mature_positive","GJB2"
"HPCA_Macrophage","mature_positive","CCL22"
"HPCA_Macrophage","mature_positive","GPNMB"
"HPCA_Macrophage","mature_positive","FAM213A"
"HPCA_Macrophage","mature_positive","C1QC"
"HPCA_Macrophage","mature_positive","GPC4"
"HPCA_Macrophage","mature_positive","C1QA"
"HPCA_Macrophage","mature_positive","NR1H3"
"HPCA_Macrophage","mature_positive","SUCNR1"
"HPCA_Macrophage","mature_positive","C1QB"
"HPCA_Macrophage","mature_positive","PLPP3"
"HPCA_Macrophage","mature_positive","SPARC"
"HPCA_Macrophage","mature_positive","CNIH3"
"HPCA_Macrophage","mature_positive","HTRA4"
"HPCA_Macrophage","mature_positive","F3"
"HPCA_Macrophage","mature_positive","GALNT12"
"HPCA_Macrophage","mature_positive","SDC2"
"HPCA_Macrophage","mature_positive","PSD3"
"HPCA_Macrophage","mature_positive","FAIM"
"HPCA_Macrophage","mature_positive","SLAMF8"
"HPCA_Macrophage","mature_positive","CRABP2"
"HPCA_Macrophage","mature_positive","TREM2"
"HPCA_Macrophage","mature_positive","CYP27B1"
"HPCA_Macrophage","mature_positive","ACP5"
"HPCA_Macrophage","mature_positive","DHCR24"
"HPCA_Macrophage","mature_positive","HSD11B1"
"HPCA_Macrophage","mature_positive","MMP12"
"HPCA_Macrophage","mature_positive","EGR2"
"HPCA_Macrophage","mature_positive","NRP1"
"HPCA_Macrophage","mature_positive","SLC38A6"
"HPCA_Macrophage","mature_positive","PTGR1"
"HPCA_Macrophage","mature_positive","C11orf45"
"HPCA_Macrophage","mature_positive","SPRY2"
"HPCA_Macrophage","mature_positive","ATP1B1"
"HPCA_Macrophage","mature_positive","PPARG"
"HPCA_Macrophage","mature_positive","TGM2"
"HPCA_Macrophage","mature_positive","RAB42"
"HPCA_Macrophage","mature_positive","RARRES1"
"HPCA_Macrophage","mature_positive","EMP1"
"HPCA_Macrophage","mature_positive","RASGRP3"
"HPCA_Macrophage","mature_positive","GEM"
"HPCA_Macrophage","mature_positive","GPX3"
"HPCA_Macrophage","mature_positive","CD274"
"HPCA_Macrophage","mature_positive","ZMIZ1-AS1"
"HPCA_Macrophage","mature_positive","ME1"
"HPCA_Macrophage","mature_positive","HOMER1"
"HPCA_Macrophage","mature_positive","CCL2"
"HPCA_Macrophage","mature_positive","SLC28A3"
"HPCA_Macrophage","mature_positive","TCEAL9"
"HPCA_Macrophage","mature_positive","MAPK13"
"HPCA_Macrophage","mature_positive","PIR"
"HPCA_Macrophage","mature_positive","FMNL2"
"HPCA_Macrophage","mature_positive","GDF15"
"HPCA_Macrophage","mature_positive","NDP"
"HPCA_Macrophage","mature_positive","CTSK"
"HPCA_Macrophage","mature_positive","PLTP"
"HPCA_Macrophage","mature_positive","SERPINE1"
"HPCA_Macrophage","mature_positive","CPM"
"HPCA_Macrophage","mature_positive","RGCC"
"HPCA_Macrophage","mature_positive","GM2A"
"HPCA_Macrophage","mature_positive","MSMO1"
"HPCA_Macrophage","mature_positive","VSIG4"
"HPCA_Macrophage","mature_positive","ADAMDEC1"
"HPCA_Macrophage","mature_positive","BHLHE41"
"HPCA_Macrophage","mature_positive","NCEH1"
"HPCA_Macrophage","mature_positive","MCOLN3"
"HPCA_Macrophage","mature_positive","TIE1"
"HPCA_Macrophage","mature_positive","HSD3B7"
"HPCA_Macrophage","mature_positive","CA2"
"HPCA_Macrophage","mature_positive","SPOCD1"
"HPCA_Macrophage","mature_positive","NRIP3"
"HPCA_Macrophage","mature_positive","FBP1"
"HPCA_Macrophage","mature_positive","CCND1"
"HPCA_Macrophage","mature_positive","MSANTD3"
"HPCA_Macrophage","mature_positive","HPGD"
"HPCA_Macrophage","mature_positive","ATL1"
"HPCA_Macrophage","mature_positive","PPIC"
"HPCA_Macrophage","mature_positive","RAB7B"
"HPCA_Macrophage","mature_positive","GAL"
"HPCA_Macrophage","mature_positive","SCG5"
"HPCA_Macrophage","mature_positive","DFNA5"
"HPCA_Macrophage","mature_positive","SLC47A1"
"HPCA_Macrophage","mature_positive","MSC-AS1"
"HPCA_Macrophage","mature_positive","TTC7B"
"HPCA_Macrophage","mature_positive","DHRS11"
"HPCA_Macrophage","mature_positive","ALAS1"
"HPCA_Monocyte","immature_negative","CX3CR1"
"HPCA_Monocyte","immature_negative","S100A12"
"HPCA_Monocyte","immature_negative","VCAN"
"HPCA_Monocyte","immature_negative","PLAC8"
"HPCA_Monocyte","immature_negative","CCR2"
"HPCA_Monocyte","immature_negative","GAPT"
"HPCA_Monocyte","immature_negative","FCN1"
"HPCA_Monocyte","immature_negative","CD93"
"HPCA_Monocyte","immature_negative","F13A1"
"HPCA_Monocyte","immature_negative","FCER1A"
"HPCA_Monocyte","immature_negative","SELL"
"HPCA_Monocyte","immature_negative","RGS18"
"HPCA_Monocyte","immature_negative","TNFSF10"
"HPCA_Monocyte","immature_negative","CFP"
"HPCA_Monocyte","immature_negative","PPBP"
"HPCA_Monocyte","immature_negative","OLIG1"
"HPCA_Monocyte","immature_negative","MPEG1"
"HPCA_Monocyte","immature_negative","MS4A6A"
"HPCA_Monocyte","immature_negative","RGS2"
"HPCA_Monocyte","immature_negative","FAM65B"
"HPCA_Monocyte","immature_negative","HBB"
"HPCA_Monocyte","immature_negative","GIMAP7"
"HPCA_Monocyte","immature_negative","APOBEC3A"
"HPCA_Monocyte","immature_negative","ADGRE1"
"HPCA_Monocyte","immature_negative","VNN2"
"HPCA_Monocyte","immature_negative","ITGA4"
"HPCA_Monocyte","immature_negative","HPSE"
"HPCA_Monocyte","immature_negative","LINC00936"
"HPCA_Monocyte","immature_negative","CD1D"
"HPCA_Monocyte","immature_negative","PID1"
"HPCA_Monocyte","immature_negative","JAML"
"HPCA_Monocyte","immature_negative","NFE2"
"HPCA_Monocyte","immature_negative","IFI44L"
"HPCA_Monocyte","immature_negative","ICAM3"
"HPCA_Monocyte","immature_negative","CD101"
"HPCA_Monocyte","immature_negative","ASGR1"
"HPCA_Monocyte","immature_negative","RARRES3"
"HPCA_Monocyte","immature_negative","PF4"
"HPCA_Monocyte","immature_negative","CYSLTR1"
"HPCA_Monocyte","immature_negative","MTMR11"
"HPCA_Monocyte","immature_negative","P2RY8"
"HPCA_Monocyte","immature_negative","IFITM1"
"HPCA_Monocyte","immature_negative","NOD2"
"HPCA_Monocyte","immature_negative","SORL1"
"HPCA_Monocyte","immature_negative","THBS1"
"HPCA_Monocyte","immature_negative","RNASE2"
"HPCA_Monocyte","immature_negative","SLC40A1"
"HPCA_Monocyte","immature_negative","LGALS2"
"HPCA_Monocyte","immature_negative","AATBC"
"HPCA_Monocyte","immature_negative","TMEM170B"
"HPCA_Monocyte","immature_negative","CARD16"
"HPCA_Monocyte","immature_negative","NR4A2"
"HPCA_Monocyte","immature_negative","TMEM71"
"HPCA_Monocyte","immature_negative","HSPA6"
"HPCA_Monocyte","immature_negative","NLRP3"
"HPCA_Monocyte","immature_negative","ASGR2"
"HPCA_Monocyte","immature_negative","FCAR"
"HPCA_Monocyte","immature_negative","GIMAP6"
"HPCA_Monocyte","immature_negative","LILRA1"
"HPCA_Monocyte","immature_negative","MEF2C"
"HPCA_Monocyte","immature_negative","C10orf54"
"HPCA_Monocyte","immature_negative","EREG"
"HPCA_Monocyte","immature_negative","GIMAP1"
"HPCA_Monocyte","immature_negative","STK17B"
"HPCA_Monocyte","immature_negative","TESC"
"HPCA_Monocyte","immature_negative","TMEM154"
"HPCA_Monocyte","immature_negative","MAP3K1"
"HPCA_Monocyte","immature_negative","MAP3K7CL"
"HPCA_Monocyte","immature_negative","PSMB8-AS1"
"HPCA_Monocyte","immature_negative","RBP7"
"HPCA_Monocyte","immature_negative","SLC46A2"
"HPCA_Monocyte","immature_negative","FPR1"
"HPCA_Monocyte","immature_negative","SLC24A4"
"HPCA_Monocyte","immature_negative","SERPINB2"
"HPCA_Monocyte","immature_negative","S100A8"
"HPCA_Monocyte","immature_negative","TLR5"
"HPCA_Monocyte","immature_negative","NLRP1"
"HPCA_Monocyte","immature_negative","FAM26F"
"HPCA_Monocyte","immature_negative","CXCL10"
"HPCA_Monocyte","immature_negative","NFKBIZ"
"HPCA_Monocyte","immature_negative","NID1"
"HPCA_Monocyte","immature_negative","FGL2"
"HPCA_Monocyte","immature_negative","ZNF467"
"HPCA_Monocyte","immature_negative","KLF2"
"HPCA_Monocyte","immature_negative","FYN"
"HPCA_Monocyte","immature_negative","LILRB2"
"HPCA_Monocyte","immature_negative","FPR2"
"HPCA_Monocyte","immature_negative","P2RY13"
"HPCA_Monocyte","immature_negative","CEBPD"
"HPCA_Monocyte","immature_negative","PROK2"
"HPCA_Monocyte","immature_negative","TRAF3IP3"
"HPCA_Monocyte","immature_negative","HAL"
"HPCA_Monocyte","immature_negative","IFITM2"
"HPCA_Monocyte","immature_negative","FOS"
"HPCA_Monocyte","immature_negative","TLR7"
"HPCA_Monocyte","immature_negative","PELI2"
"HPCA_Monocyte","immature_negative","TSC22D3"
"HPCA_Monocyte","immature_negative","CD69"
"HPCA_Monocyte","immature_negative","TREM1"
